umap1,umap2,cluster,protein
5.9580493,-5.0786023,137,Sphmag01G023100.1.p
5.22398,-2.3082948,214,Sphmag01G190000.1.p
9.366307,4.9647384,-1,Sphmag01G029400.1.p
4.5472965,0.46814546,158,Sphmag01G190800.1.p
0.07457111,10.033875,23,Sphmag01G135600.1.p
17.544926,6.004896,15,Sphmag01G129500.1.p
4.018724,-0.28069893,-1,Sphmag01G189500.1.p
7.806655,-3.626102,72,Sphmag01G053300.1.p
8.739847,-3.0392272,76,Sphmag01G099900.1.p
8.597502,4.412142,-1,Sphmag01G147800.1.p
6.9509034,-1.5740527,-1,Sphmag01G058900.1.p
4.8425508,3.0869913,-1,Sphmag01G165500.1.p
4.37566,-4.072871,-1,Sphmag01G012800.1.p
9.507794,5.4606786,222,Sphmag01G014700.1.p
5.4256873,5.900847,67,Sphmag01G180300.1.p
4.6562085,-5.422137,137,Sphmag01G087200.1.p
6.590445,1.118971,-1,Sphmag01G135900.1.p
-7.0249505,5.396487,-1,Sphmag01G061600.1.p
17.076977,-0.556999,6,Sphmag01G138300.1.p
5.032237,-0.28287148,-1,Sphmag01G001400.1.p
9.710609,-0.023030208,-1,Sphmag01G114600.1.p
1.8413736,-3.675164,135,Sphmag01G053400.1.p
5.858839,3.0155783,203,Sphmag01G037800.1.p
6.7818313,-6.249601,137,Sphmag01G135000.1.p
5.2907324,-5.683056,137,Sphmag01G009700.1.p
8.644435,-3.7497869,-1,Sphmag01G188300.1.p
5.5584674,-0.25363332,212,Sphmag01G176800.1.p
7.304941,2.3499959,-1,Sphmag01G151500.1.p
6.385706,0.18906112,-1,Sphmag01G079200.1.p
12.451473,-10.72366,-1,Sphmag01G045900.1.p
3.9708643,-5.3375363,137,Sphmag01G005500.1.p
-0.2665257,-2.4619713,54,Sphmag01G190600.1.p
8.619714,7.442733,48,Sphmag01G053500.1.p
2.4403589,-0.75517714,-1,Sphmag01G001600.1.p
2.3461442,-0.22592144,120,Sphmag01G165600.1.p
7.46352,2.6447084,-1,Sphmag01G117900.1.p
8.674601,3.9370875,245,Sphmag01G038900.1.p
-1.263644,2.2508307,65,Sphmag01G174100.1.p
10.98666,5.5535636,176,Sphmag01G019200.1.p
5.425868,0.89016265,-1,Sphmag01G139300.1.p
1.0199343,2.5168893,-1,Sphmag01G083500.1.p
5.7211637,-0.10930463,-1,Sphmag01G170500.1.p
9.987805,-0.30334496,128,Sphmag01G185900.1.p
10.637318,6.0148706,234,Sphmag01G103200.1.p
5.9594703,-4.9205475,137,Sphmag01G060400.1.p
7.621805,-0.08902151,191,Sphmag01G069100.1.p
10.348675,5.7738442,-1,Sphmag01G078700.1.p
1.9005613,-1.9252081,96,Sphmag01G105800.1.p
6.137433,-1.5042144,-1,Sphmag01G090000.1.p
7.4063873,3.3506966,-1,Sphmag01G054400.1.p
2.127427,-4.4186187,136,Sphmag01G011800.1.p
6.145324,-5.8201528,137,Sphmag01G076400.1.p
3.371463,-6.328974,100,Sphmag01G174900.1.p
6.2921844,1.9899745,192,Sphmag01G107100.1.p
8.182987,4.1910434,-1,Sphmag01G028300.1.p
4.8334475,-5.73505,137,Sphmag01G137000.1.p
2.482681,-3.673941,-1,Sphmag01G010200.1.p
6.4231133,-0.7159103,230,Sphmag01G124800.1.p
6.09991,-1.922741,214,Sphmag01G066200.1.p
14.7410555,2.6893423,71,Sphmag01G162000.1.p
15.058554,-0.7740565,5,Sphmag01G081200.1.p
3.4872468,8.703212,28,Sphmag01G100600.1.p
3.6880136,-4.7431703,-1,Sphmag01G110000.1.p
6.172749,-2.3528686,-1,Sphmag01G081600.1.p
5.2049875,0.22850758,-1,Sphmag01G141600.1.p
7.071232,-6.448242,137,Sphmag01G116500.1.p
8.123842,-0.36384258,-1,Sphmag01G077900.1.p
1.8575583,0.105942234,-1,Sphmag01G091100.1.p
7.9545164,5.3072815,117,Sphmag01G037000.1.p
8.389925,10.679923,57,Sphmag01G040800.1.p
4.890282,-3.6105986,251,Sphmag01G030700.1.p
1.6029426,-0.61947143,-1,Sphmag01G076300.1.p
5.25455,0.71965504,200,Sphmag01G005800.1.p
3.7460995,-4.6755924,248,Sphmag01G117200.1.p
9.504434,-1.4470872,101,Sphmag01G176500.1.p
8.738487,1.1945349,-1,Sphmag01G078200.1.p
4.218215,-3.6743367,-1,Sphmag01G137400.1.p
11.106028,6.83868,242,Sphmag01G164900.1.p
4.6037292,-5.508539,137,Sphmag01G129900.1.p
4.6514626,-5.2653923,137,Sphmag01G123900.1.p
9.63024,2.7117627,-1,Sphmag01G000400.1.p
6.5047765,1.819907,192,Sphmag01G055400.1.p
9.951457,1.2698574,-1,Sphmag01G071400.1.p
0.5609922,-3.1301808,-1,Sphmag01G184900.1.p
-0.9595721,-7.3399363,38,Sphmag01G126300.1.p
2.3778114,-3.6940205,-1,Sphmag01G097200.1.p
4.423159,0.77967346,-1,Sphmag01G121400.1.p
3.7362223,-2.0871923,-1,Sphmag01G090600.1.p
11.2801285,-3.3557582,41,Sphmag01G058000.1.p
10.402908,-1.3005195,126,Sphmag01G055200.1.p
5.452858,-1.4080782,219,Sphmag01G189800.1.p
11.094028,7.8265433,104,Sphmag01G026600.1.p
5.902044,1.2311251,205,Sphmag01G192500.1.p
3.2286098,-5.364741,-1,Sphmag01G194900.1.p
9.627283,0.043403137,-1,Sphmag01G053900.1.p
5.216738,-3.9732008,-1,Sphmag01G023900.1.p
4.98316,-5.5650215,137,Sphmag01G186500.1.p
3.1733587,-3.4219306,196,Sphmag01G053200.1.p
7.0686493,-1.9838624,150,Sphmag01G191400.1.p
4.7824607,-1.1655091,155,Sphmag01G003300.1.p
6.2425213,0.028881634,232,Sphmag01G060600.1.p
4.777792,3.643232,163,Sphmag01G089400.1.p
7.8263016,0.85766435,189,Sphmag01G100500.1.p
10.025117,7.6475487,-1,Sphmag01G130600.1.p
14.314052,9.094055,8,Sphmag01G178100.1.p
4.6773653,0.29078853,-1,Sphmag01G024400.1.p
7.5435395,0.72872,187,Sphmag01G030800.1.p
7.5945153,2.7086186,-1,Sphmag01G121300.1.p
5.536644,-3.069778,-1,Sphmag01G100700.1.p
7.915738,2.9140034,177,Sphmag01G149700.1.p
7.1079025,-6.016285,137,Sphmag01G165100.1.p
4.820595,-2.0502942,214,Sphmag01G186200.1.p
7.3616395,0.4363602,-1,Sphmag01G071500.1.p
3.9285655,0.46531793,-1,Sphmag01G031100.1.p
11.363284,0.12774959,88,Sphmag01G162900.1.p
6.7218046,-2.3865998,-1,Sphmag01G172800.1.p
5.8345237,3.0329444,203,Sphmag01G076800.1.p
16.22074,4.931774,17,Sphmag01G112800.1.p
3.8369207,3.6958969,-1,Sphmag01G120800.1.p
6.1799364,-3.011165,159,Sphmag01G194800.1.p
5.997401,-6.3457603,137,Sphmag01G047800.1.p
11.354584,2.104929,95,Sphmag01G045600.1.p
6.806071,0.44275242,195,Sphmag01G126100.1.p
3.5158677,-4.444432,-1,Sphmag01G184100.1.p
8.995998,4.294203,244,Sphmag01G036400.1.p
7.3729415,4.0821805,-1,Sphmag01G184400.1.p
5.9150095,-3.2298963,-1,Sphmag01G090500.1.p
7.47123,1.0552558,-1,Sphmag01G183100.1.p
5.690542,0.90040755,-1,Sphmag01G005200.1.p
6.4433117,-2.8683681,160,Sphmag01G165700.1.p
1.2641,-0.8058772,123,Sphmag01G167000.1.p
4.7919264,-2.8252847,-1,Sphmag01G059600.1.p
2.0787985,-0.48130396,120,Sphmag01G155600.1.p
8.0392,3.7987266,217,Sphmag01G003400.1.p
1.3476872,-7.109538,-1,Sphmag01G175900.1.p
2.167832,-1.1591737,-1,Sphmag01G072900.1.p
9.999691,-0.2163158,128,Sphmag01G053600.1.p
3.1197767,-4.8985486,172,Sphmag01G090400.1.p
10.571284,6.0336957,234,Sphmag01G031900.1.p
6.3778934,1.5483779,188,Sphmag01G134500.1.p
9.610201,0.22819161,127,Sphmag01G101600.1.p
6.166177,1.8633404,192,Sphmag01G172700.1.p
18.413979,2.601292,3,Sphmag01G055000.1.p
5.4228015,5.909429,67,Sphmag01G180100.1.p
7.302931,-1.4415214,152,Sphmag01G051100.1.p
3.4343088,8.484088,27,Sphmag01G160800.1.p
7.9800277,5.345261,117,Sphmag01G034300.1.p
6.156558,-3.010668,159,Sphmag01G035800.1.p
2.7887454,-0.34948304,119,Sphmag01G005400.1.p
5.0238395,-2.153962,214,Sphmag01G135300.1.p
8.2484045,0.642677,-1,Sphmag01G179900.1.p
4.508133,0.83935815,158,Sphmag01G106400.1.p
3.8451111,-4.8948402,248,Sphmag01G048300.1.p
4.0841165,2.6287253,79,Sphmag01G150200.1.p
2.9913554,3.1925602,138,Sphmag01G066000.1.p
8.145508,-0.22578718,167,Sphmag01G079500.1.p
5.876035,-0.84316355,225,Sphmag01G145500.1.p
10.796143,6.686919,-1,Sphmag01G030100.1.p
3.8485096,4.020126,146,Sphmag01G011400.1.p
7.953488,1.0680317,189,Sphmag01G176100.1.p
6.5847354,-4.3389487,-1,Sphmag01G163400.1.p
7.1553106,-6.2893085,137,Sphmag01G042400.1.p
6.179114,-4.9832263,137,Sphmag01G170400.1.p
-3.862454,6.322473,24,Sphmag01G012200.1.p
9.52258,-1.3930427,101,Sphmag01G150700.1.p
8.828318,4.6449757,-1,Sphmag01G057300.1.p
8.016203,4.537555,-1,Sphmag01G127400.1.p
7.376237,-6.5974717,137,Sphmag01G138600.1.p
6.1346045,-0.50780296,-1,Sphmag01G130400.1.p
5.296577,-0.9672407,224,Sphmag01G086500.1.p
6.0178514,-5.4567213,137,Sphmag01G139100.1.p
11.716314,6.31359,239,Sphmag01G023600.1.p
-2.2730532,-7.347119,32,Sphmag01G033500.1.p
6.8935657,8.753239,37,Sphmag01G148800.1.p
4.5308228,-1.0992165,-1,Sphmag01G195600.1.p
9.920815,0.7656473,110,Sphmag01G099600.1.p
11.064829,-5.2547274,53,Sphmag01G160400.1.p
3.513701,8.74868,28,Sphmag01G093000.1.p
6.318246,-0.8850327,230,Sphmag01G061100.1.p
10.929362,5.896125,-1,Sphmag01G125600.1.p
10.471927,8.698276,103,Sphmag01G021100.1.p
7.105476,-6.508356,137,Sphmag01G082100.1.p
2.0351505,-0.027690124,-1,Sphmag01G052500.1.p
3.1813898,-5.380647,-1,Sphmag01G123700.1.p
2.3897412,0.9017102,92,Sphmag01G067300.1.p
8.383522,-0.014732383,173,Sphmag01G179500.1.p
9.611185,5.735234,-1,Sphmag01G167100.1.p
5.308441,-2.8203769,-1,Sphmag01G039800.1.p
2.244611,0.19695787,-1,Sphmag01G085500.1.p
11.33018,-3.525443,41,Sphmag01G063200.1.p
7.773494,-0.44459024,-1,Sphmag01G192600.1.p
4.186918,-2.2131162,-1,Sphmag01G061000.1.p
2.9896266,0.866773,99,Sphmag01G058300.1.p
17.54745,6.01108,15,Sphmag01G199100.1.p
8.362721,4.2099895,221,Sphmag01G186100.1.p
5.9826612,-4.812747,137,Sphmag01G047900.1.p
7.3368316,-0.27692038,-1,Sphmag01G116100.1.p
10.88453,6.389983,-1,Sphmag01G156300.1.p
5.5508323,-0.07086232,-1,Sphmag01G010100.1.p
5.0305915,-0.6710238,-1,Sphmag01G093900.1.p
2.4684095,11.131985,18,Sphmag01G124200.1.p
5.440817,-4.165781,-1,Sphmag01G120600.1.p
5.2322106,0.81850016,200,Sphmag01G045300.1.p
7.2167716,0.2328067,-1,Sphmag01G061800.1.p
5.7184772,-5.6848288,137,Sphmag01G084700.1.p
4.854848,-2.1768794,214,Sphmag01G073300.1.p
5.433394,-0.39475855,212,Sphmag01G122200.1.p
5.2138004,-0.33667117,-1,Sphmag01G141300.1.p
5.0950227,-2.9234862,249,Sphmag01G191100.1.p
6.323908,-0.69467866,230,Sphmag01G118000.1.p
13.427508,-6.3104687,36,Sphmag07G025200.1.p
8.766936,5.189333,106,Sphmag07G003200.1.p
12.209686,6.581674,236,Sphmag07G044200.1.p
11.336755,6.766953,242,Sphmag07G000400.1.p
8.770306,5.521355,106,Sphmag07G021100.1.p
3.2838106,3.3598392,-1,Sphmag07G066700.1.p
1.3338919,-0.8612484,123,Sphmag07G096600.1.p
4.1911926,-5.4073906,137,Sphmag07G088000.1.p
5.6581254,3.1445584,-1,Sphmag07G107100.1.p
11.587058,6.31912,239,Sphmag07G111000.1.p
5.970003,-1.4586633,-1,Sphmag07G088800.1.p
-5.8467865,1.19972,14,Sphmag07G071700.1.p
2.0718024,-0.35186106,120,Sphmag07G016300.1.p
9.916998,6.070747,-1,Sphmag07G061900.1.p
6.1259522,2.0208125,-1,Sphmag07G105800.1.p
3.667867,-5.6220174,-1,Sphmag07G098700.1.p
9.373445,5.1354814,-1,Sphmag07G074800.1.p
5.3951783,0.12715964,193,Sphmag07G102700.1.p
8.627013,5.1290464,-1,Sphmag07G103800.1.p
6.306654,-0.6911336,230,Sphmag07G064500.1.p
14.240406,1.912272,74,Sphmag07G008600.1.p
6.989405,-0.30191454,-1,Sphmag07G051100.1.p
4.1992593,-3.7146566,-1,Sphmag07G096000.1.p
8.384601,-4.646735,-1,Sphmag07G094700.1.p
6.749338,3.3756697,179,Sphmag07G055700.1.p
-1.047557,2.7150483,65,Sphmag07G111900.1.p
7.501334,-5.5363526,137,Sphmag07G060600.1.p
8.592575,-2.5357122,76,Sphmag07G011100.1.p
10.098203,1.9380386,112,Sphmag07G099600.1.p
4.4584465,0.23014536,158,Sphmag07G101600.1.p
3.0063093,2.6402168,-1,Sphmag07G079600.1.p
11.292306,6.299159,-1,Sphmag07G080400.1.p
3.221698,-5.5700936,-1,Sphmag07G003700.1.p
6.701898,-2.417431,-1,Sphmag07G083000.1.p
2.5617611,11.556369,18,Sphmag07G024000.1.p
5.6292977,5.621863,-1,Sphmag07G088700.1.p
7.521608,3.7294505,215,Sphmag07G064300.1.p
7.3237696,0.4681936,-1,Sphmag07G088900.1.p
5.3638663,-2.9643025,-1,Sphmag07G077700.1.p
4.752569,1.4780643,-1,Sphmag07G127400.1.p
8.7070675,-4.0011845,86,Sphmag07G000900.1.p
4.387531,-3.7029033,251,Sphmag07G118300.1.p
3.4170403,-4.3576837,247,Sphmag07G049500.1.p
3.9476047,-4.6171484,-1,Sphmag07G071600.1.p
13.183005,0.19412279,82,Sphmag07G072000.1.p
0.4793042,-0.34489146,90,Sphmag07G067700.1.p
7.213612,1.1608423,164,Sphmag07G026900.1.p
4.9571533,-5.1438756,137,Sphmag07G097700.1.p
2.899005,-3.8304234,197,Sphmag07G039400.1.p
9.011677,12.330526,30,Sphmag07G101100.1.p
13.828975,-7.8954005,31,Sphmag07G014400.1.p
7.3512473,-4.936085,137,Sphmag07G094400.1.p
3.1594021,-5.7719016,-1,Sphmag07G044000.1.p
9.86405,3.3654447,-1,Sphmag07G114700.1.p
8.253012,3.1641407,-1,Sphmag07G037000.1.p
4.5630465,-2.9970725,-1,Sphmag07G048300.1.p
3.7972865,0.45323235,-1,Sphmag07G057000.1.p
6.5949535,2.563068,-1,Sphmag07G065000.1.p
2.6309173,-0.29699197,120,Sphmag07G089700.1.p
8.334213,3.232102,-1,Sphmag07G036800.1.p
6.3460636,3.5793674,-1,Sphmag07G050200.1.p
4.6530814,4.0568557,140,Sphmag07G019300.1.p
7.1497884,-6.0834794,137,Sphmag07G086000.1.p
-3.2788746,2.3306625,43,Sphmag07G060800.1.p
2.5074606,11.179406,18,Sphmag07G028200.1.p
6.6339173,-5.222222,137,Sphmag07G057400.1.p
0.6473355,0.92799,75,Sphmag07G004300.1.p
5.7187114,-3.396836,178,Sphmag07G124300.1.p
9.9608135,5.3855968,233,Sphmag07G052800.1.p
5.4751697,-3.0655358,178,Sphmag07G096800.1.p
10.828915,6.631062,242,Sphmag07G017800.1.p
7.6459537,-6.4871964,137,Sphmag07G012600.1.p
-0.9573373,-7.338854,38,Sphmag07G019500.1.p
7.461226,-0.14813907,-1,Sphmag07G120000.1.p
3.02949,0.6847074,99,Sphmag07G069900.1.p
10.436537,-5.3869743,53,Sphmag07G068100.1.p
18.62322,2.7666168,3,Sphmag07G114000.1.p
5.6463065,-2.9193485,-1,Sphmag07G031600.1.p
-0.5954458,-9.970567,12,Sphmag07G130700.1.p
14.406542,-0.95696366,5,Sphmag07G127100.1.p
6.7000737,15.513589,0,Sphmag07G057700.1.p
8.358003,7.5105796,47,Sphmag07G091700.1.p
5.11073,-3.834139,-1,Sphmag07G012900.1.p
3.533894,-4.6882524,248,Sphmag07G013400.1.p
4.1344624,-5.2805157,137,Sphmag07G079000.1.p
4.2547946,-0.18044893,148,Sphmag07G079500.1.p
3.2587068,-5.2219057,-1,Sphmag07G005000.1.p
8.112996,4.724405,166,Sphmag07G002300.1.p
7.3705106,1.6688333,211,Sphmag07G128100.1.p
7.399128,-5.751012,137,Sphmag07G039300.1.p
3.691662,-4.532294,248,Sphmag07G076000.1.p
6.129432,-5.6470923,137,Sphmag07G089500.1.p
11.420946,6.9181924,242,Sphmag07G045500.1.p
5.7267632,-2.3253415,214,Sphmag07G063800.1.p
4.982491,0.90458083,200,Sphmag07G017600.1.p
2.1425214,1.3767849,91,Sphmag07G091600.1.p
5.4399533,-0.417978,212,Sphmag07G110200.1.p
3.7062898,6.3403597,49,Sphmag07G109600.1.p
6.7124395,15.496932,0,Sphmag07G123900.1.p
10.936141,-1.1781446,116,Sphmag07G121700.1.p
10.065404,-0.24550682,128,Sphmag07G055500.1.p
3.9116716,-4.234118,-1,Sphmag07G018500.1.p
-6.3949256,1.1840135,14,Sphmag07G044400.1.p
6.594133,-3.2337394,-1,Sphmag07G060100.1.p
3.9913926,-4.6242056,248,Sphmag07G038200.1.p
2.5550704,11.581745,18,Sphmag07G051200.1.p
6.6832814,-2.2559333,-1,Sphmag07G043000.1.p
-5.922774,1.1384647,14,Sphmag07G024300.1.p
12.821435,2.4902918,50,Sphmag07G012300.1.p
3.4935427,4.067714,145,Sphmag07G089300.1.p
2.9047103,-4.395441,153,Sphmag07G020400.1.p
13.3928385,0.41303292,82,Sphmag07G008700.1.p
7.5077443,2.9670765,-1,Sphmag07G025300.1.p
8.094112,4.75004,166,Sphmag07G021900.1.p
9.366546,4.671536,243,Sphmag07G008500.1.p
5.1613975,0.94929034,200,Sphmag07G085400.1.p
5.545725,0.06173296,-1,Sphmag07G012500.1.p
2.5717726,11.5502405,18,Sphmag07G052200.1.p
5.2755876,0.11479553,-1,Sphmag07G085300.1.p
3.996746,-5.214652,-1,Sphmag07G084900.1.p
8.971611,12.369084,30,Sphmag07G075000.1.p
4.7434697,-4.0145707,-1,Sphmag07G087200.1.p
5.254742,-3.126692,-1,Sphmag07G017100.1.p
2.6760995,11.44571,18,Sphmag07G018000.1.p
5.2997766,-5.26132,137,Sphmag07G023600.1.p
0.49989057,-0.35378703,90,Sphmag07G063500.1.p
0.8049234,0.69000655,75,Sphmag07G000800.1.p
3.7010787,-7.3164144,78,Sphmag07G123300.1.p
6.96671,3.2791598,179,Sphmag07G043400.1.p
6.131027,-0.36586344,-1,Sphmag07G060000.1.p
5.177615,-3.7121508,-1,Sphmag07G051600.1.p
5.5417714,-0.30133218,212,Sphmag07G128000.1.p
4.226187,-3.7317972,-1,Sphmag07G074100.1.p
-1.7739419,5.724427,29,Sphmag07G126800.1.p
3.8118374,-4.610941,248,Sphmag07G048500.1.p
6.173156,3.611185,-1,Sphmag07G121000.1.p
4.5806947,4.2017016,140,Sphmag07G100700.1.p
11.323241,0.12237128,88,Sphmag07G102200.1.p
6.7209606,1.8941847,-1,Sphmag07G039900.1.p
7.147989,-5.951777,137,Sphmag07G037200.1.p
2.588016,11.546298,18,Sphmag07G064700.1.p
9.076216,-4.5847025,87,Sphmag07G094300.1.p
5.42269,2.1401653,-1,Sphmag07G113800.1.p
10.595069,-1.499548,126,Sphmag07G122600.1.p
3.9771202,-2.3813205,-1,Sphmag07G114300.1.p
5.7330337,1.8868213,206,Sphmag07G034200.1.p
5.1629333,-1.2630001,-1,Sphmag07G081400.1.p
2.0825455,0.10753428,-1,Sphmag07G056500.1.p
4.0026402,-4.5369735,248,Sphmag07G035300.1.p
8.7170725,4.2756667,-1,Sphmag07G129600.1.p
6.7137184,1.2648077,171,Sphmag07G008000.1.p
6.287606,0.3393678,232,Sphmag07G000200.1.p
5.7029533,-3.549155,178,Sphmag07G008800.1.p
2.1643538,0.27934128,108,Sphmag07G075300.1.p
11.656716,6.602287,-1,Sphmag07G065400.1.p
1.8468294,-1.3754542,-1,Sphmag07G101900.1.p
4.0498333,-4.1679077,246,Sphmag07G115600.1.p
7.016086,0.29188544,210,Sphmag07G123700.1.p
5.961392,-0.99301946,225,Sphmag07G059900.1.p
5.4715843,-3.836783,-1,Sphmag07G065700.1.p
10.162666,8.762434,-1,Sphmag07G044900.1.p
3.4689932,3.5001276,143,Sphmag07G035200.1.p
9.922513,0.59697574,110,Sphmag07G101500.1.p
6.2312922,2.803821,-1,Sphmag07G037800.1.p
5.1313653,-1.5604831,-1,Sphmag07G075500.1.p
10.5286455,-1.4400749,126,Sphmag07G078600.1.p
2.9494605,-4.025241,197,Sphmag07G129900.1.p
7.1526093,-6.1943846,137,Sphmag07G088300.1.p
7.1427445,-0.13093334,-1,Sphmag07G089200.1.p
8.674026,7.180221,48,Sphmag07G056900.1.p
-2.300067,-7.3853803,32,Sphmag07G079200.1.p
4.9545355,0.9314818,200,Sphmag07G078100.1.p
2.9285595,-5.0170507,172,Sphmag07G116400.1.p
6.679117,-0.28036556,-1,Sphmag07G061300.1.p
5.7605886,-4.7610354,137,Sphmag07G070900.1.p
9.287475,12.061161,30,Sphmag07G067300.1.p
8.119396,0.42907697,189,Sphmag07G073800.1.p
10.593252,-1.483973,126,Sphmag07G000600.1.p
10.719606,-1.4435071,126,Sphmag07G101400.1.p
5.390054,-1.5242372,-1,Sphmag07G009100.1.p
16.824308,-0.2826286,7,Sphmag07G062800.1.p
2.859709,-1.275317,-1,Sphmag07G111800.1.p
7.602417,-1.1900585,151,Sphmag07G125900.1.p
-5.9186954,1.1425401,14,Sphmag07G059800.1.p
5.061292,-0.8692297,-1,Sphmag07G104700.1.p
5.5388083,2.6365395,-1,Sphmag07G059200.1.p
0.7395563,0.7786697,75,Sphmag07G002000.1.p
10.788027,-7.348255,-1,Sphmag07G015400.1.p
7.0047984,-0.69658566,-1,Sphmag07G087600.1.p
15.092269,-0.7367126,5,Sphmag07G054100.1.p
8.893068,4.2435484,245,Sphmag07G025900.1.p
7.6847205,3.3216875,-1,Sphmag07G025000.1.p
9.953605,8.9322,102,Sphmag07G009500.1.p
1.6466609,-4.235959,136,Sphmag07G026700.1.p
-0.62433195,2.4428008,65,Sphmag07G100300.1.p
5.562227,-1.4246701,219,Sphmag07G050500.1.p
5.686449,0.49336672,-1,Sphmag07G024200.1.p
5.9187946,-5.2592583,137,Sphmag07G064900.1.p
6.6186795,-2.4416933,-1,Sphmag07G018400.1.p
5.3158107,-1.0358063,224,Sphmag07G128400.1.p
13.549014,-2.5138361,56,Sphmag07G129200.1.p
4.829254,-4.9103284,137,Sphmag07G091100.1.p
4.2271233,3.7124264,-1,Sphmag07G010700.1.p
3.508752,4.419711,146,Sphmag07G110900.1.p
7.4004083,3.1208143,213,Sphmag07G075800.1.p
7.520045,3.9350448,-1,Sphmag07G114800.1.p
8.299368,7.59683,47,Sphmag07G117000.1.p
11.452167,6.661413,-1,Sphmag07G080100.1.p
15.098,-0.7272042,5,Sphmag07G054500.1.p
7.1565895,1.6272781,-1,Sphmag07G040400.1.p
2.1469893,1.3653398,91,Sphmag07G091300.1.p
-8.184964,1.4701341,14,Sphmag07G007500.1.p
11.368482,11.843682,-1,Sphmag07G119600.1.p
8.1995325,4.695782,166,Sphmag07G005800.1.p
0.09589621,10.007084,23,Sphmag07G102800.1.p
5.763125,-2.036645,214,Sphmag07G010000.1.p
10.570503,3.7139037,94,Sphmag07G016600.1.p
-0.86916965,4.3124638,46,Sphmag07G094100.1.p
8.572189,-4.556262,-1,Sphmag07G081900.1.p
11.75416,6.8837657,-1,Sphmag07G095200.1.p
2.3639925,-0.2872357,120,Sphmag07G110500.1.p
13.828825,-7.8957214,31,Sphmag07G014100.1.p
8.761603,5.332906,106,Sphmag07G103500.1.p
0.8019789,0.6723018,75,Sphmag07G006000.1.p
4.723535,-5.43084,137,Sphmag07G104800.1.p
6.7991924,5.799798,59,Sphmag07G020100.1.p
3.227497,3.6833308,143,Sphmag07G086600.1.p
8.740294,3.700621,-1,Sphmag07G054400.1.p
-3.8318717,-1.6421232,22,Sphmag07G015200.1.p
14.242541,1.9171236,74,Sphmag07G061600.1.p
14.7527075,2.696032,71,Sphmag07G038300.1.p
6.3649173,-2.9492936,160,Sphmag07G035800.1.p
8.046815,2.426349,-1,Sphmag07G121600.1.p
4.5169296,-1.0233324,-1,Sphmag07G083100.1.p
-0.85168755,2.313368,65,Sphmag07G071000.1.p
4.8170285,0.31950897,157,Sphmag07G034600.1.p
7.3044143,-0.37861687,186,Sphmag07G046600.1.p
3.0359552,3.1622841,138,Sphmag07G084500.1.p
0.48198467,-0.3508319,90,Sphmag07G069200.1.p
2.9656174,-0.28926,119,Sphmag07G078800.1.p
11.069572,-8.954174,44,Sphmag07G097900.1.p
4.485805,-2.509844,182,Sphmag07G054800.1.p
7.897684,-5.659022,-1,Sphmag07G049000.1.p
0.115322754,5.103428,42,Sphmag07G046100.1.p
-3.8331747,6.2923036,24,Sphmag07G106700.1.p
6.3844595,-1.3722655,229,Sphmag07G065200.1.p
6.2412853,0.34707162,232,Sphmag07G042600.1.p
7.2487984,1.4058249,-1,Sphmag07G085000.1.p
9.968947,-0.9579679,118,Sphmag07G047300.1.p
5.9343534,1.6368862,-1,Sphmag07G022700.1.p
8.762857,5.5212026,106,Sphmag07G022300.1.p
5.2420063,0.8875348,200,Sphmag07G047800.1.p
-2.3035264,-7.379604,32,Sphmag07G033300.1.p
5.340573,0.7330917,200,Sphmag07G077900.1.p
5.49239,0.43610418,-1,Sphmag07G039500.1.p
6.719874,0.33576906,-1,Sphmag07G072500.1.p
3.6157987,-5.268622,209,Sphmag07G090700.1.p
4.365679,4.277124,140,Sphmag07G037300.1.p
9.001809,4.7088404,-1,Sphmag07G129800.1.p
5.308537,3.5427797,-1,Sphmag07G110000.1.p
4.4362025,0.46541968,158,Sphmag07G064400.1.p
2.3856783,0.20748922,-1,Sphmag07G058700.1.p
12.208042,6.714537,236,Sphmag07G039200.1.p
5.431553,5.8926067,67,Sphmag07G105000.1.p
1.4776312,-5.406593,85,Sphmag07G076800.1.p
-1.5179164,3.1879401,64,Sphmag07G038500.1.p
1.94786,-2.0348744,96,Sphmag07G112700.1.p
5.1969366,-2.1555436,214,Sphmag07G039100.1.p
2.033844,-0.23142993,-1,Sphmag07G038400.1.p
4.8677073,0.121609025,157,Sphmag07G116800.1.p
11.350732,2.1071136,95,Sphmag07G032400.1.p
6.8184,-5.9586983,137,Sphmag07G091500.1.p
1.2646534,-0.6159229,123,Sphmag07G005200.1.p
11.900071,6.8309894,-1,Sphmag07G068500.1.p
11.222916,7.7102785,104,Sphmag07G033000.1.p
4.236913,3.8071563,146,Sphmag07G106000.1.p
8.484469,5.515568,-1,Sphmag07G022500.1.p
5.4542937,-2.756284,-1,Sphmag07G020700.1.p
3.3685627,-3.1085613,184,Sphmag07G005600.1.p
3.4602103,8.60801,28,Sphmag07G012100.1.p
17.05537,-0.5311461,6,Sphmag07G093000.1.p
7.6486926,-1.3143656,151,Sphmag07G115200.1.p
6.0630407,1.5455749,207,Sphmag07G032300.1.p
9.683865,0.26032263,-1,Sphmag07G084200.1.p
0.10050171,8.2247305,21,Sphmag07G019100.1.p
11.73897,-0.60941803,83,Sphmag07G010300.1.p
9.490757,4.6523232,243,Sphmag07G099800.1.p
2.1280067,-0.64424706,120,Sphmag07G123800.1.p
